date,text,location,month,formatted_text,polarity,Subjectivity,Sentiment,Emotion
24-08-2021,"Just realized the Anti- #CovidVaccine (claiming it needs further testing and more research) people are also saying 

""Look, a single small study found you can treat #COVID19 with _____. I'll just go with that.""","Colorado, USA",8,realized anti covidvaccine claiming needs testing research people also saying look single small study found treat covid19,-0.1607142857142857,0.3071428571428571,Negative,positive
24-08-2021,"#NowPlaying Counting Blue Cars (Tell Me Your Thoughts On God) by Dishwalla on @amazonmusic
#phizer
#CovidVaccine
#ScienceMatters
#ScienceIsGod
#Fringe 
https://t.co/RjcHF3tDCU","Arkansas, USA",8,nowplaying counting blue cars tell thoughts dishwalla phizer covidvaccine sciencematters scienceisgod fringe,0.0,0.1,Neutral,No emotion
23-08-2021,Co-sign #GetVaccinated #CovidVaccine https://t.co/pU53fEax59,"Georgia, USA",8,cosign getvaccinated covidvaccine,0.0,0.0,Neutral,No emotion
23-08-2021,Ok my Texas friends there is no rational reason to put off getting the #CovidVaccine #GetVaxxedRightNow #ifnovaxyouareatrisk,"Texas, USA",8,texas friends rational reason getting covidvaccine getvaxxedrightnow ifnovaxyouareatrisk,0.0,0.0,Neutral,positive
23-08-2021,Username should now be (BrooklynDad_Compliant) 🙄🙄🙄 #COVID19 #covid #CovidVaccine https://t.co/jPyqYmo08K,"Tennessee, USA",8,username brooklyndadcompliant covid19 covid covidvaccine,0.0,0.0,Neutral,No emotion
23-08-2021,I am officially out of patience for every patient who thinks #COVID19 or the #CovidVaccine is a “hoax.”  I’m done.  Having trouble remembering why I chose this profession. I understand the Doctor who said he will only see vaccinated pts.,"Alabama, USA",8,officially patience every patient thinks covid19 covidvaccine hoax done trouble remembering chose profession understand doctor said vaccinated,-0.2,0.2,Negative,positive
23-08-2021,"👏👍@US_FDA Approves First #COVID19 Vaccine
“Today, the #FDA approved the 1st #CovidVaccine….known as Pfizer-BioNTech #Covid_19 Vaccine…will now be marketed as Comirnaty for the prevention of COVID-19 disease in individuals 16yrs &amp; older.
@ALPublicHealth
https://t.co/U9RsTNElWs","Alabama, USA",8,approves first covid19 vaccine today approved covidvaccineknown pfizerbiontech covid19 vaccinewill marketed comirnaty prevention covid19 disease individuals 16yrs older,0.2083333333333333,0.3333333333333333,Positive,sadness
22-08-2021,"I went into medicine to take care of people, into pediatrics to take of children. Not for political or monetary gain or ulterior motives. 

Science, medicine, and vaccines are gifts of common grace. Please please please, I am begging you: get your #COVIDvaccine now. End/","Pennsylvania, USA",8,went medicine take care people pediatrics take children political monetary gain ulterior motives science medicine vaccines gifts common grace please please please begging covidvaccine,-0.15,0.3,Negative,positive
21-08-2021,I have an immunocompromised patient transplanted a few years ago. Got #CovidVaccine as soon as he could. Now he’s deteriorating from #COVID. All the #COVIDIOTS are responsible for his situation. This is why we vaccinate… to help others. Why can’t people understand this?!?!,"Kentucky, USA",8,immunocompromised patient transplanted years covidvaccine soon could deteriorating covid covidiots responsible situation vaccinate help others cant people understand,0.2,0.55,Positive,positive
21-08-2021,FDA Approval of Pfizer BioNTech COVID-19 Vaccine Imminent @cnnbrk @CNN @US_FDA @pfizer @BioNTech_Group @CDCgov #COVID #covid19 #CovidVaccine https://t.co/JXr31C2scQ,"Georgia, USA",8,approval pfizer biontech covid19 vaccine imminent covid covid19 covidvaccine,0.0,0.0,Neutral,No emotion
21-08-2021,My cousin @SaumilOzaMD is one of the brave people on the #frontline of #Covid_19 in #Florida …let’s support them by getting the #CovidVaccine and #MaskUp whenever we can…we can beat this again together https://t.co/yYsEkfjL2g,"Maine, USA",8,cousin brave people frontline covid19 florida lets support getting covidvaccine maskup whenever canwe beat together,0.8,1.0,Positive,No emotion
21-08-2021,Hawaiian Island Balcony Views😎🏖 https://t.co/VS512Lc30R via @YouTube #YouTuber #Sugarmommy #Subscribetomychannel #WritingCommnunity #WRITTEN_IN_THE_STARS #blog #TheBachelor #Traveller #SaturdayMotivation #weekendmood #Cardano #AFLLionsEagles #COVID19nsw #CovidVaccine #Aaliyah,"Hawaii, USA",8,hawaiian island balcony views youtuber sugarmommy subscribetomychannel writingcommnunity writteninthestars blog thebachelor traveller saturdaymotivation weekendmood cardano afllionseagles covid19nsw covidvaccine aaliyah,0.0,0.0,Neutral,No emotion
21-08-2021,"@AnneEri09133384 @jmackbabywoods @KnoppRyan Exactly. The vaccine has been around 9 or so months. Where are the longitudinal studies that support this conspiracy, (infertility) there are none because it is a new vaccine.  Some 12 yr olds are just maturing sexually???? #CovidVaccine #GetVaccinated","Pennsylvania, USA",8,exactly vaccine around months longitudinal studies support conspiracy infertility none vaccine olds maturing sexually covidvaccine getvaccinated,0.375,0.5416666666666667,Positive,positive
21-08-2021,"Boosters for #CovidVaccine 
Dr. @hartman_bill weighs in… https://t.co/3BDzHcuGMH","Minnesota, USA",8,boosters covidvaccine weighs,0.0,0.0,Neutral,No emotion
20-08-2021,I lied. I'm definitely feeling the effects from my second #CovidVaccine. I'm under two blankets and I still feel cold along with nausea and dry mouth. Ughhhh,"Georgia, USA",8,lied definitely feeling effects second covidvaccine blankets still feel cold along nausea mouth ughhhh,-0.1999999999999999,0.5,Negative,negative
20-08-2021,"My Emergency Medicine colleagues are growing tired of telling sick people: no, you can’t get the #CovidVaccine when you have just been diagnosed with #COVID19. It’s too late.","Wisconsin, USA",8,emergency medicine colleagues growing tired telling sick people cant covidvaccine diagnosed covid19 late,-0.4714285714285715,0.719047619047619,Negative,negative
20-08-2021,"Yup, it's true.
Insert reads: Intentionally blank.
Why is that? What are they hiding?
#CovidVaccine https://t.co/iqY3zvEazU","Indiana, USA",8,true insert reads intentionally blank hiding covidvaccine,0.175,0.325,Positive,fear
20-08-2021,I can understand fears. I can understand hesitancy. But if I hear one more person compare getting the vaccine to Nazi Germany and the holocaust I am going to lose it. The holocaust should never be your basis of comparison. Getting a vaccine does not equate genocide. #CovidVaccine,"Maine, USA",8,understand fears understand hesitancy hear person compare getting vaccine nazi germany holocaust going lose holocaust never basis comparison getting vaccine equate genocide covidvaccine,0.0,0.0,Neutral,fear
20-08-2021,"Kudos to @torybruno and @ulalaunch for taking this action. #CovidVaccine 

https://t.co/HOzRksTlYJ","New York, USA",8,kudos taking action covidvaccine,0.1,0.1,Positive,positive
20-08-2021,This should be Governor’s Public Service Announcement! #Dewine #CovidVaccine #OhioFindItHere https://t.co/oNH9GCH5tw,"Ohio, USA",8,governors public service announcement dewine covidvaccine ohiofindithere,0.0,0.0666666666666666,Neutral,No emotion
20-08-2021,#CovidVaccine is bs so is the #MaskUp. Shit! https://t.co/G6PcvkKIN7,"Texas, USA",8,covidvaccine maskup shit,-0.2,0.8,Negative,No emotion
20-08-2021,"#NowPlaying The Dogs of War (2019 remix [Live]) by Pink Floyd on Amazon Music
#COVID19
#CovidVaccine
#ImFullyVax 💉
#GetVaxMemphis 🤒
#DefendMemphis
#FC901 
https://t.co/EtqC4m7Px0","Arkansas, USA",8,nowplaying dogs 2019 remix live pink floyd amazon music covid19 covidvaccine imfullyvax getvaxmemphis defendmemphis fc901,0.0181818181818181,0.4,Positive,No emotion
20-08-2021,Hi @Combat__COVID and @SecretaryLevine! You know Philly loves a good party. But how about a #CovidVaccine parade? #vaxupphillyparade happens this Sunday! https://t.co/pbrVInWgQe,"Pennsylvania, USA",8,know philly loves good party covidvaccine parade vaxupphillyparade happens sunday,0.2249999999999999,0.4166666666666667,Positive,surprise
20-08-2021,#COVID19 #CovidVaccine https://t.co/ySyLuaLq3f,"Michigan, USA",8,covid19 covidvaccine,0.0,0.0,Neutral,No emotion
19-08-2021,"WTF?! “That was four or five days ago”?  @JoeBiden is unfit to lead our country, but go get your #experimental #CovidVaccine and #BoosterShots while #ThousandsOfAmeriricans are trapped in #Afghanistan! https://t.co/ruHguY37uC","Florida, USA",8,four five days unfit lead country experimental covidvaccine boostershots thousandsofameriricans trapped afghanistan,-0.05,0.2,Negative,positive
19-08-2021,"@BrianKempGA Imagine where we would be without @KeishaBottoms instituting a mask mandate so people could more safely go to work and frequent businesses?  Thank you Mayor!  No one wants a lockdown.  We want safety, not political pandering.  #WearAMask #CovidVaccine","Georgia, USA",8,imagine would without instituting mask mandate people could safely work frequent businesses thank mayor wants lockdown want safety political pandering wearamask covidvaccine,0.2,0.25,Positive,No emotion
19-08-2021,🙏💙❤️ #CovidVaccine https://t.co/LJTT3Qwgz1,"Maryland, USA",8,covidvaccine,0.0,0.0,Neutral,No emotion
18-08-2021,"Just in case you haven't figured it out for yourself by now, YOU'RE a #guinea pig for the government to make BIG $$$$ through #pharmaceutical  https://t.co/l6FYBf1K7z #CovidLies #CovidVaccine #moneymaker RT @RealCandaceO @newsmax @ksorbs @kirstiealley
#FakeCovid #WakeUpAmerica","Pennsylvania, USA",8,case havent figured youre guinea government make pharmaceutical covidlies covidvaccine moneymaker fakecovid wakeupamerica,0.0,0.0,Neutral,negative
18-08-2021,Vaccines’ Protection Against COVID-19 Waning @nytimes @CDCgov @pfizer @moderna_tx @JNJNews @AnnaKPerson https://t.co/ECCWUqXZp3 #COVID19 #COVIDvaccine #vaccination #nursinghomes #healthcare,"Georgia, USA",8,vaccines protection covid19 waning covid19 covidvaccine vaccination nursinghomes healthcare,0.0,0.0,Neutral,No emotion
18-08-2021,I had my booster and will still mask up for these reasons! ❤️ #Vaccinated #CovidVaccine #CovidIsNotOver https://t.co/4FXCPcuwd0,"Idaho, USA",8,booster still mask reasons vaccinated covidvaccine covidisnotover,0.0,0.0,Neutral,No emotion
18-08-2021,"Because I needed help knowing when I’m at 8 months I made these graphics…

#BoosterShots #Covid_19 #CovidVaccine #CDC https://t.co/VfuT8Jxj9Z","Pennsylvania, USA",8,needed help knowing months made graphics boostershots covid19 covidvaccine,0.0,0.0,Neutral,positive
18-08-2021,"@TexasFLCA Your husband 3rd Booster Shot &amp; access to top notch unreg ADDED treatment at Taxpayer $, while his policies politicizing masks-due to UNVACCINATED IN 1ST PLACE, LEADERSHIP/FACTS,TRUTH YOU’RE NOT TELLING TEXANS GET VACCINATED,MASKS ABOUT FREEDOM #CovidVaccine https://t.co/0BwU3g1pi9","Missouri, USA",8,husband booster shot access notch unreg added treatment taxpayer policies politicizing masksdue unvaccinated place leadershipfactstruth youre telling texans vaccinatedmasks freedom covidvaccine,0.0,0.0,Neutral,trust
17-08-2021,Let me get this straight. You’d pay $1500 for a #fakevaccinecard in which the #CovidVaccine is #FREE #FREE #FREE #FREE #FREE #datdontmakenosense🤔 https://t.co/Ah1aLaA3Og,"North Carolina, USA",8,straight youd 1500 fakevaccinecard covidvaccine free free free free free datdontmakenosense,0.3666666666666666,0.7333333333333333,Positive,trust
17-08-2021,Horse 💩 #COVID19 #DeltaVariant #Antibodies #NoVaccinePassport #NoMaskMandates #CovidVaccine #COVID https://t.co/19VOV9RBZc,"Texas, USA",8,horse covid19 deltavariant antibodies novaccinepassport nomaskmandates covidvaccine covid,0.0,0.0,Neutral,No emotion
